longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;<1H OCEAN;INLAND;NEAR BAY;NEAR OCEAN
1.2405144;-1.4075165;0.1326539;-0.045194186;0.056009166;0.3558513;-0.019671783;-0.673198;0;0;0;1
0.75213635;-0.84154934;-1.0050454;1.0419201;0.4550287;0.9721724;0.5442192;1.4968538;1;0;0;0
1.2155993;-1.170924;-1.898952;0.0076098326;0.008222392;-0.09054131;0.03829832;0.27835393;1;0;0;0
1.9780697;-1.2961794;-2.0614805;-0.4504882;-0.5222108;-0.3678858;-0.4887026;0.29367384;0;1;0;0
-1.1964025;0.87955236;-1.2488381;2.925727;3.0761333;2.7251656;3.3584042;0.72511804;1;0;0;0
-1.2163368;0.6104846;1.514146;-0.62603843;-0.6846858;-0.7183084;-0.69423294;0.23775637;0;0;0;1
-0.110005796;0.53162104;0.5389751;-0.3356163;-0.49592805;-0.23581699;-0.38066742;-0.38314283;0;1;0;0
-0.65320224;0.7914086;-0.3549315;-0.60565794;-0.74919796;-0.65051305;-0.72848797;-0.62455755;0;1;0;0
-0.090071455;0.50378585;1.7579386;-0.5032922;-0.57716554;-0.50259596;-0.5282277;-1.0683854;0;1;0;0
-1.2263021;0.7914086;-1.573895;0.16880105;0.5601596;0.0063091526;0.6390794;-0.42418718;1;0;0;0
0.8318699;-0.7673241;-0.1111388;-0.4166751;-0.36929312;-0.2270124;-0.38330242;0.078174986;1;0;0;0
0.72721744;-0.7858791;0.37644663;-0.22074439;-0.08496182;0.21938017;-0.056561846;-0.018850464;1;0;0;0
0.90163815;-0.73484886;0.7015036;-0.15682374;-0.08018313;0.22378245;0.06464837;-0.46625274;0;1;0;0
0.732202;-0.7255722;1.0265605;-0.5662865;-0.52698946;-0.15305388;-0.49660763;-0.64721817;1;0;0;0
-1.435607;1.3527392;0.45771086;-0.039172675;-0.12558056;-0.08701947;-0.088181905;-0.3673123;0;1;0;0
-0.43393216;-0.34980574;-1.3301023;0.27209315;-0.17336734;-0.19619635;-0.146152;1.040323;1;0;0;0
0.10926813;0.2532749;-0.19240303;-0.05584763;0.12052131;0.019516034;0.0014082541;-1.2967143;0;1;0;0
-1.276136;0.9305808;0.9452963;-0.39536822;-0.51982147;-0.44800752;-0.47552758;0.12662396;0;0;1;0
1.2056302;-1.3472097;0.051389676;-0.11143081;-0.11124454;-0.5272488;-0.07237188;-0.15934587;0;0;0;1
0.8617733;-0.85546607;-0.3549315;3.557059;2.755962;3.0843928;2.9815984;0.7183518;1;0;0;0
0.5777118;-0.80443585;-0.51746;-0.040562257;0.16591874;-0.17418489;0.18585858;0.32718578;1;0;0;0
-1.4854448;1.0419196;1.5954101;-0.61075306;-0.615395;-0.7535267;-0.6388979;-0.24883905;0;0;1;0
0.2936541;-0.1364083;0.051389676;-0.48152214;-0.32867435;-0.1759458;-0.44390753;-1.7245839;0;1;0;0
0.93154156;-1.013195;-1.4926308;0.3966921;0.24476692;-0.23493652;-0.07237188;1.7162462;1;0;0;0
-0.8475573;1.0651147;1.9204671;-0.93498826;-1.0072465;-0.9798046;-1.0657686;-0.7064547;0;1;0;0
1.2155993;-1.3704047;0.051389676;-0.74507904;-0.6918538;-0.5835982;-0.77064806;-1.6040682;0;0;0;1
0.5976462;-0.7858791;0.29518238;1.8979012;2.975781;1.1465032;2.757623;-0.17894246;1;0;0;0
0.9963253;-0.8276309;0.86403203;-0.8905217;-0.8877796;-0.57567406;-0.8391582;-0.87171715;0;1;0;0
-0.7429049;1.5661366;-1.1675738;-0.44029796;-0.61300564;-0.2270124;-0.6230878;0.3899971;0;1;0;0
-0.11499033;0.50378585;1.4328817;0.010852185;0.13724668;-0.2270124;0.1410635;-1.3672494;0;1;0;0
1.0810435;-0.8833012;-1.6551592;-0.29995042;-0.49114937;-0.39606047;-0.46498758;0.5223221;0;1;0;0
-1.4555414;0.96769434;1.5954101;-0.09938779;-0.26655155;-0.33618927;-0.23574217;0.05551455;0;0;0;1
1.2405144;-1.1616455;-1.4113666;1.732078;1.1813877;-0.2270124;1.2635756;0.757162;1;0;0;0
-1.4156765;0.963056;1.189089;-0.43473965;-0.49114937;-0.4295179;-0.42809752;0.31020638;0;0;1;0
-1.1515493;0.7450185;-0.1111388;-0.26984286;-0.4792027;-0.3546789;-0.38593742;1.3714865;1;0;0;0
-0.08508692;0.45739573;-0.76125264;-0.025740076;-0.17336734;-0.1460102;-0.20939212;-0.49019006;0;1;0;0
-1.1864334;0.75429684;0.1326539;0.5245334;0.66290116;0.3620145;0.8604198;-0.1396216;1;0;0;0
-0.10502126;0.5177026;0.21391813;-0.20267986;-0.19009271;-0.4083869;-0.090816915;-0.8553123;0;1;0;0
-1.2512211;1.0233629;-0.19240303;-0.091050304;0.06795586;-0.65403485;0.0883634;-0.7529887;0;0;1;0
-1.3459044;1.028003;1.9204671;-0.42084384;-0.34539974;-0.6637199;-0.34377736;-0.08140639;0;0;1;0
0.8318699;-0.8183525;-0.8425169;0.5648312;0.09662792;0.0063091526;0.18585858;2.0877516;1;0;0;0
-0.6581868;-0.1364083;0.051389676;-0.25733665;0.12529999;-0.5078787;-0.23047216;-1.2889268;0;0;0;1
0.69731784;-0.8786611;1.3516175;-0.20870137;0.2567136;-0.3309065;0.21484362;-0.3538436;0;0;0;1
0.562762;-0.7673241;1.0265605;-0.59871;-0.7515873;-0.78258187;-0.71004295;0.95848995;1;0;0;0
0.5228971;-0.68845874;1.4328817;-0.2406617;-0.2331008;-0.3309065;-0.27526724;-0.010105399;1;0;0;0
-1.3907576;1.0558363;1.0265605;-0.004896383;0.11813197;0.18944457;-0.09345192;-1.1791347;0;0;1;0
-0.93227917;0.94449925;-1.898952;-0.5727712;-0.8113208;-0.7323957;-0.8997633;1.5126202;0;1;0;0
0.6275496;-0.77660066;1.3516175;-0.51533526;-0.46964532;-0.556304;-0.4781626;-0.91620845;1;0;0;0
-1.3758078;1.0790331;-1.9802161;0.6472796;1.2984653;0.148063;1.0264251;0.15432732;0;0;1;0
0.71226764;-0.8137142;0.7015036;-0.77333385;-0.87105423;-0.74384165;-0.8496982;0.45051035;1;0;0;0
-1.1365995;0.7403784;-1.0050454;-0.13412727;-0.5556615;-0.2331756;-0.5334977;2.4020631;1;0;0;0
-0.70304;0.9398592;-0.8425169;0.26607162;-0.16142064;-0.11167232;-0.06973687;1.212288;0;1;0;0
0.8318699;-0.89257777;-0.3549315;-0.5403477;-0.099297844;1.5391878;0.017218282;-0.3740147;1;0;0;0
0.6474839;-0.79979753;1.189089;-0.59871;-0.45769864;-0.21204461;-0.41492248;-1.2809477;1;0;0;0
0.72721744;-0.7719624;-0.3549315;-0.091976695;0.13007866;0.5988579;0.13052347;-0.6000459;1;0;0;0
-1.191418;1.2460387;-0.67998844;-0.54961157;-0.64406705;-0.66548085;-0.6520729;0.27101326;0;1;0;0
1.1906804;-1.3286529;0.1326539;-0.06742746;-0.34778905;-0.352918;-0.27526724;0.11807034;0;0;0;1
-1.1814528;0.7496568;-0.1111388;0.11923939;-0.17097801;-0.24550202;-0.17777206;0.9019342;1;0;0;0
1.2355336;-1.4167949;-0.43619573;-0.66911536;-0.5413255;-0.6892532;-0.4860676;-0.9667001;0;0;0;1
-1.1714836;0.44347727;1.9204671;-0.86782527;-0.8949476;-0.97716326;-0.9366534;-0.15098386;0;0;0;1
0.69233334;-0.85082597;0.86403203;0.47265577;0.5004262;-0.08173672;0.39665893;-0.22771055;0;0;0;1
-0.94224447;1.4084077;0.29518238;-0.7580485;-0.84238213;-0.75264627;-0.81544316;0.122474834;0;1;0;0
-0.67812115;0.963056;0.7015036;-0.29902405;-0.319117;-0.13896653;-0.2647272;-0.87254703;0;1;0;0
-1.0518814;0.48986918;0.051389676;7.7040277;9.453278;9.447468;10.209416;-0.2579034;1;0;0;0
1.2704177;-1.3704047;0.1326539;0.27116674;0.13485734;0.5803683;0.35186386;-0.08325747;0;0;0;1
1.0013099;-0.7162939;-1.9802161;2.0169418;1.7572182;1.7892381;1.9249616;0.6702857;0;1;0;0
-1.2462364;0.8888307;-1.0050454;-0.3282052;-0.47203466;0.033603374;-0.40438247;0.993087;0;0;1;0
0.19897075;-0.6930988;-0.27366728;-0.46577358;-0.5126534;-0.0394747;-0.49924263;0.2158619;0;0;0;1
0.6125998;-0.78124076;1.3516175;-0.6038051;-0.57716554;-0.31593874;-0.6046428;0.023917444;1;0;0;0
-1.2512211;0.9166641;0.051389676;-0.584351;-0.69424313;-0.5580649;-0.6573429;0.08347314;0;0;1;0
0.7770514;-0.7255722;-0.1111388;-0.082249634;0.015390408;0.25547898;0.15687352;0.088898964;0;1;0;0
1.036194;-0.7487673;-0.67998844;-0.5181144;-0.6846858;-0.67164403;-0.7996331;0.17692398;0;1;0;0
-1.2711554;0.82852215;0.7827678;-0.6139954;-0.5293788;-0.41190872;-0.5545777;-1.059385;0;0;1;0
0.6474839;-0.70701545;-1.4926308;-0.7140451;-0.4863707;-0.35027662;-0.5519427;-0.42246366;1;0;0;0
0.52787787;-0.5724816;-1.0863096;2.736744;1.7261568;2.0340056;1.9381366;1.5568563;1;0;0;0
0.14913681;0.09554593;-1.3301023;-0.7548061;-0.63689905;-0.2543066;-0.5572127;-1.3016933;0;1;0;0
-1.1116844;0.70790493;1.3516175;-0.37267175;-0.5556615;-0.4867477;-0.5703877;0.55691916;1;0;0;0
0.009596438;0.96769434;0.1326539;-0.20221667;0.0010543758;0.06794126;-0.21993214;-0.08306602;0;1;0;0
0.7571171;-0.6977371;1.0265605;0.33277145;0.4239673;-0.16449983;0.42564398;-0.06372467;0;1;0;0
1.3202517;-1.3193744;-1.0050454;0.0844999;-0.16142064;0.030961996;-0.0855469;0.21420214;1;0;0;0
-0.86749166;1.3666558;-0.92378116;-0.7455422;-0.918841;-0.9745219;-0.8918583;1.8859768;0;1;0;0
0.6026307;-0.8137142;1.1078247;-0.3022664;-0.27133024;-0.2102837;-0.19621709;0.42389226;1;0;0;0
-0.6880864;1.4501595;-1.3301023;0.29895833;0.10379594;-0.2270124;0.051473342;0.46525562;0;1;0;0
-0.6631713;-0.1549633;0.051389676;-0.47503743;-0.59389096;-0.72887385;-0.6204528;-0.051851816;0;0;0;1
-0.53360003;0.7960487;-0.76125264;-0.16006608;-0.20681809;0.04064704;-0.16459703;-0.7381156;0;1;0;0
-1.1017153;1.0883098;-0.76125264;0.040033355;-0.15903132;-0.18210901;-0.1988521;0.49781027;0;1;0;0
-2.2578804;2.3501413;0.37644663;-0.90673345;-0.97140646;-0.9586736;-0.9919884;0.18937133;0;0;0;1
0.6175805;-0.75340563;1.9204671;-0.02620327;-0.32150635;-0.36876625;-0.33060232;-0.020382395;1;0;0;0
-0.8774607;1.389851;-0.92378116;0.076625615;0.11574263;-0.13016196;0.18585858;-0.6883263;0;1;0;0
0.7720707;-0.5075347;-1.9802161;3.7302933;2.7965806;3.4938061;2.718098;0.90244496;0;1;0;0
0.8767231;-0.92041296;-1.6551592;-0.29531848;-0.29283428;-0.448888;-0.24101217;0.9505107;1;0;0;0
-0.9671633;1.3109874;-0.5987242;0.8450631;0.6079464;0.38138458;0.6944145;0.27497077;0;1;0;0
-0.110005796;0.3043051;-0.76125264;0.3012743;0.1874228;0.48263735;0.28862375;-0.38461098;0;1;0;0
1.4946724;-0.10857315;-1.6551592;3.415322;2.8849862;4.765188;2.4809475;-0.6098761;0;1;0;0
1.2504834;-1.3332912;-0.5987242;0.54908264;-0.10407652;-0.15569526;-0.10662694;3.7872293;1;0;0;0
0.46807864;-0.68845874;0.37644663;1.2276605;0.5362662;0.54426944;0.6127293;1.9969817;1;0;0;0
-1.2960705;0.963056;1.189089;-0.82613784;-0.8184888;-0.8178002;-0.8391582;-0.7606485;0;0;1;0
-0.6282872;0.85635555;0.051389676;0.5527882;0.16352941;0.19032502;0.29389375;0.63466716;0;1;0;0
-1.3857731;1.051198;-0.029874563;-0.28095952;-0.11363388;-0.21204461;-0.15405703;-0.85154605;0;0;1;0
0.7172522;-0.8369093;1.3516175;-0.5936149;-0.66796046;-0.68485093;-0.6362629;0.46646854;1;0;0;0
-0.85254186;1.4316028;1.9204671;-0.9766757;-1.06698;-1.0863401;-1.0631336;-0.9965736;0;1;0;0
-1.2163368;0.6058463;1.9204671;-0.77889216;-0.79698473;-0.790506;-0.6151828;-0.46267813;0;0;0;1
-1.3060395;0.981611;1.9204671;-0.7094132;-0.8184888;-0.7640922;-0.81017315;0.0363648;0;0;1;0
-1.4555414;0.9398592;0.5389751;-0.01184428;-0.22115411;-0.13192287;-0.16986705;0.6829247;0;0;0;1
0.7870205;-0.9296913;0.051389676;-0.58898294;-0.5795549;-0.7130256;-0.68896294;0.63185865;1;0;0;0
-1.3309546;0.9908894;1.9204671;-0.47040552;-0.32867435;-0.36700532;-0.42809752;-0.97946656;0;0;1;0
-0.03525297;0.32286185;-1.2488381;-0.111894;-0.46725598;-0.32386285;-0.4887026;0.9856824;0;1;0;0
-1.3409237;1.0140845;1.9204671;-0.0512157;-0.14708462;-0.28600314;-0.07764188;-0.37931284;0;0;1;0
0.5478122;-0.7673241;1.2703532;-0.19758473;-0.14469528;-0.35555938;-0.13034198;0.7173306;1;0;0;0
0.4780439;-0.6791803;-1.0050454;-0.409264;-0.16380998;-0.4638558;-0.059196852;-0.025297482;1;0;0;0
1.1408465;-1.2080357;-1.6551592;0.727412;1.1622729;1.023239;1.1687154;0.21867038;0;0;0;1
-0.82762676;0.9955295;-1.0863096;0.14100946;0.0034437145;0.40779835;0.15687352;0.3663153;0;1;0;0
0.84183896;-0.84618765;-0.19240303;-0.5107033;-0.5867229;-0.5880005;-0.5809278;-0.051022083;1;0;0;0
0.4082756;-0.6467069;-0.19240303;-0.7575853;-0.82326746;-0.6452303;-0.80753815;0.95785135;1;0;0;0
1.1557963;-0.71165377;0.7015036;-0.047973346;-0.15186329;-0.11607461;-0.027576797;-0.4271873;0;1;0;0
0.26375452;-0.1364083;1.4328817;-0.44678265;-0.47203466;-0.62409925;-0.5282277;-0.94946533;0;1;0;0
0.95645666;-0.70701545;-1.573895;0.59077;-0.1088552;0.34528577;-0.019671783;3.0733263;0;1;0;0
-1.1166651;0.7264617;-0.92378116;-0.13088492;-0.5054854;-0.30537322;-0.42019248;1.7855046;1;0;0;0
0.672399;-0.5307298;-1.7364235;0.890456;0.47653276;0.77054733;0.5784743;1.8412942;0;1;0;0
0.6424994;-0.7394889;1.0265605;-0.7084868;-0.48876005;-0.27455717;-0.4834326;-1.1144724;1;0;0;0
-1.1465685;0.7774919;1.9204671;-0.66309386;-0.7659233;-0.7209497;-0.76537806;-0.6399413;1;0;0;0
1.1159276;-1.1291721;-1.0863096;-0.3226469;-0.28566626;-0.14512976;-0.28844225;-0.2165399;0;0;0;1
-0.62330264;0.85171723;-0.5987242;0.1725066;-0.09690851;-0.2270124;-0.09608692;0.52302396;0;1;0;0
-0.21465823;0.11410269;-1.0050454;-1.0850629;-1.1529962;-1.1374067;-1.2106938;-0.34739658;0;1;0;0
0.8019703;-0.89721787;-0.51746;0.40641916;-0.19248205;-0.2270124;-0.02494179;1.8914665;1;0;0;0
0.6873488;-0.7487673;1.189089;-0.75249016;-0.64406705;-0.29832956;-0.6283578;-0.57349145;1;0;0;0
-0.8774607;1.0929499;0.7015036;-0.29531848;-0.52698946;-0.44712707;-0.42809752;0.4031465;0;1;0;0
1.1906804;-1.1616455;-1.0863096;1.5384632;1.6019113;2.2189019;1.3399906;-0.31273547;1;0;0;0
-1.3907576;1.0558363;1.3516175;-0.78491366;-0.83043545;-0.83100706;-0.8865883;-0.37216362;0;0;1;0
0.6424994;-0.7255722;1.2703532;0.05856108;0.11813197;-0.17242397;0.18322356;0.2495656;1;0;0;0
1.2305491;-1.1570072;-1.3301023;-0.063258715;-0.29522362;-0.17330442;-0.18304208;1.157073;1;0;0;0
1.1557963;-0.6977371;0.7015036;-0.41343275;-0.615395;-0.5976855;-0.5888328;0.03164117;0;1;0;0
1.2305491;-1.2497876;-0.92378116;0.26190287;0.77758944;0.5944556;0.8709598;-0.7808835;1;0;0;0
-1.2811207;0.9305808;0.7015036;0.3429617;-0.24026883;0.18680319;0.15687352;0.717522;0;0;1;0
-1.2362713;0.76357526;-0.27366728;0.9261219;0.38334855;0.510812;0.44408903;2.8108466;1;0;0;0
-0.08508692;0.48986918;-0.27366728;0.6347734;0.732192;1.2680066;0.6100943;-0.98227525;0;1;0;0
1.2255645;-0.89257777;-0.8425169;1.0178341;1.1933343;0.47823504;1.1766204;-0.9900627;0;1;0;0
0.05943419;-0.23382863;0.45771086;0.38696504;0.38334855;0.3171111;0.29125875;-0.81579983;0;1;0;0
0.6873488;-0.75340563;0.86403203;-0.7075604;-0.5078747;0.1674331;-0.49924263;-0.8730576;1;0;0;0
-0.5136657;-0.2523854;-0.51746;0.3429617;0.25910294;-0.07117122;0.2517337;-0.13936624;1;0;0;0
1.3800509;-0.8647444;0.5389751;-1.0549554;-1.1291028;-1.1136343;-1.2080588;-0.1611971;0;1;0;0
1.1258967;-0.58176;-1.1675738;0.1933503;0.2567136;0.19032502;0.22274864;-1.3662918;0;1;0;0
-1.4306263;0.97233266;0.1326539;1.15216;1.6114686;0.45094082;1.6904461;0.5975167;0;0;1;0
0.70728314;-0.75340563;0.86403203;-0.6959806;-0.65123504;-0.5598258;-0.6020078;0.07032373;1;0;0;0
-0.68310565;1.5707749;-1.6551592;0.53565;0.43352467;0.2827732;0.430914;-0.30130944;0;1;0;0
0.26873904;-0.113213226;0.7827678;0.16231635;0.14919338;0.060017135;0.18585858;-0.67651725;0;1;0;0
0.5527967;-0.75340563;0.21391813;0.008999412;0.40963128;0.18416181;0.46253407;-0.24398789;1;0;0;0
0.67738354;-0.8090759;0.5389751;-0.43196046;-0.21637544;-0.2270124;-0.22520214;-0.40056917;1;0;0;0
-0.9073603;1.320264;-0.76125264;-0.36757663;-0.38362914;-0.5853591;-0.46762258;-1.0615551;0;1;0;0
-1.4057074;0.9537776;-0.029874563;-0.45975205;-0.46725598;-0.31593874;-0.5466727;-1.6320267;0;0;1;0
-1.1216497;1.2506788;-0.19240303;-0.29068655;-0.40991187;-0.37052718;-0.35695237;-0.2333916;0;1;0;0
-0.13492087;0.550176;-1.6551592;0.5509354;-0.11602321;0.0010264004;-0.059196852;4.369446;0;1;0;0
0.63253033;-0.8276309;0.051389676;-0.81131566;-0.7324726;-0.75704855;-0.77328306;0.043577787;1;0;0;0
1.2753985;-1.3147345;-0.92378116;5.928608;6.5573993;5.1763625;7.0579505;-0.23141284;1;0;0;0
0.6873488;-0.86938274;1.0265605;-0.22583953;0.18264411;0.8224944;0.0830934;-1.1971356;0;0;0;1
0.9963253;-0.832271;0.37644663;-0.24344085;-0.044343058;-0.042996537;-0.04602183;-0.92527264;0;1;0;0
1.2106147;-1.3704047;1.9204671;-0.9734333;-0.24026883;-0.83012664;-1.0262434;-1.1487504;0;0;0;1
0.6474839;-0.85546607;0.37644663;-0.46577358;-0.474424;0.20001008;-0.44390753;0.44648892;1;0;0;0
0.84183896;-0.89721787;0.6202393;-0.06047956;-0.08974049;1.0311631;-0.059196852;0.051556885;1;0;0;0
0.6873488;-0.832271;-0.1111388;0.97244114;1.9674801;1.0109125;1.8933415;-0.7197319;1;0;0;0
-1.4904255;1.1115066;-0.76125264;6.0309734;5.221759;4.125975;5.579713;0.9110622;0;0;1;0
0.88668835;-0.762684;-1.898952;7.45205;5.5586557;7.0473375;6.0065837;1.7600992;1;0;0;0
-1.2462364;0.80532706;-1.0050454;0.3475936;0.66290116;0.01511374;0.6100943;0.042556446;0;0;1;0
0.59266543;-0.674542;1.1078247;-0.87384677;-0.93317705;-0.61001194;-0.8944933;0.08347314;1;0;0;0
0.6026307;-0.79979753;0.37644663;-0.7700915;-0.60105896;-0.10022635;-0.6520729;-0.16783556;1;0;0;0
-1.1166651;0.76357526;-1.0863096;-0.37406132;-0.4051332;0.096996404;-0.33323735;1.3501025;1;0;0;0
-1.3060395;0.97233266;-0.19240303;-0.6061211;-0.56999755;-0.38637543;-0.5124177;-1.0987695;0;0;1;0
-0.8176577;1.3944893;-1.4113666;1.3425325;1.0045766;1.23631;1.1818904;0.27950293;0;1;0;0
-0.100036725;0.4945075;1.3516175;-0.70431805;-0.7038005;-0.5298902;-0.70477295;-1.2040933;0;1;0;0
1.1757306;-1.3564862;1.3516175;0.19612946;0.11335329;0.49056146;0.1384285;-0.8751642;0;0;0;1
0.6175805;-0.8090759;-0.43619573;-0.75619566;-0.5915016;-0.6628395;-0.6494379;-0.2567544;1;0;0;0
-1.1266342;0.76357526;-0.76125264;3.9739327;3.2481656;5.629799;3.5718393;1.2361616;1;0;0;0
0.6474839;-0.7487673;-0.3549315;-1.0554185;-0.76831263;-0.59152234;-0.81280816;-1.1737728;1;0;0;0
-0.11997107;0.5408994;-0.76125264;1.9395885;1.5875752;0.79431975;1.6113961;0.24241608;0;1;0;0
1.2355336;-1.3935997;0.7015036;-0.6343759;-0.49114937;-0.29656863;-0.44127253;-1.296012;0;0;0;1
0.5976462;-0.6930988;0.051389676;-0.41157997;-0.28566626;-0.06500801;-0.18567708;-0.261478;1;0;0;0
0.46807864;-0.6791803;-0.76125264;2.2276947;1.2172277;1.224864;1.1924304;1.984726;1;0;0;0
0.66243374;-0.7441272;-1.6551592;-0.6473453;0.039283797;-0.30713415;0.051473342;-1.6893485;1;0;0;0
